Date,Station_Name,Dataset_Type,Passenger_Arrival_Scaled,Passenger_Arrival_Lag7_scaled,Passenger_Departure_Lag7_scaled,Passenger_Arrival_Roll_Mean_7_scaled,Passenger_Arrival_Roll_Std_7_scaled,Passenger_Departure_Roll_Mean_7_scaled,Passenger_Departure_Roll_Std_7_scaled,holiday_category_Weekday
2022-04-19,Banthapchang,Train,-0.9234373336581752,-1.1331549880362806,-1.1383045280425574,-3.043471746220721,-1.8463829655506812,-2.9633546841286242,-1.879066204382799,1.0
2022-04-20,Banthapchang,Train,-0.6929568440300766,-1.9226579598633273,-1.930190456560063,-2.985488888652916,-1.6056429056747723,-2.8892020071832776,-1.5575492111737523,1.0
2022-04-21,Banthapchang,Train,-0.7626820341696694,-2.0780491315798977,-2.037996709204773,-2.668057312476627,-1.1204563868608635,-2.6133932054756692,-1.2624646669316766,1.0
2022-04-22,Banthapchang,Train,-0.727819439099873,-1.994079989099515,-1.9987944355157876,-2.32875931967519,-1.149350591785635,-2.287415100884245,-1.246325282442761,1.0
2022-04-23,Banthapchang,Train,-1.550964044914511,-1.9429263735654887,-1.8831477281332805,-2.0019915206701864,-1.399304164752546,-1.9748970531640888,-1.52948720113882,0.0
2022-04-24,Banthapchang,Train,-1.8424540759147532,-1.9776722256263366,-1.9243101155067153,-1.8970818588843696,-1.8052365439309328,-1.8948708968567347,-1.8448478062462275,0.0
2022-04-25,Banthapchang,Train,-0.6871464115184438,-0.8561533341067422,-0.9030908859086448,-1.8572800668251135,-2.0348086199109803,-1.8691744246479511,-1.9891780158665164,1.0
2022-04-26,Banthapchang,Train,-0.6396945460067764,-0.9053766245262769,-0.8413473048484927,-1.8098618824582222,-1.94927545930783,-1.811908000868377,-1.8852554813616391,1.0
2022-04-27,Banthapchang,Train,-0.6067687617741909,-0.6756679359017816,-0.8256663953728985,-1.7378746906473455,-1.8413278900265961,-1.7553757620090533,-1.7769417401038077,1.0
2022-04-28,Banthapchang,Train,-0.6580942489602801,-0.7451596400234777,-0.7325609953615582,-1.7160082740221985,-1.794713869422977,-1.7091221120332434,-1.702026286557615,1.0
2022-04-29,Banthapchang,Train,-0.4750656248438489,-0.7104137879626297,-0.7472618479949277,-1.6894737459826945,-1.7516403823298676,-1.6912569456404698,-1.671699875097718,1.0
2022-04-30,Banthapchang,Train,-1.5354695582168236,-1.5308019616215414,-1.5626691407258246,-1.6253486365538927,-1.618356280300427,-1.6550371562414228,-1.6098933316281434,0.0
2022-05-01,Banthapchang,Train,-1.8008126429147187,-1.8213158913525207,-1.8214041470731286,-1.6214175953628553,-1.6329760300017535,-1.6376614464621502,-1.6738700228140828,0.0
2022-05-02,Banthapchang,Train,-1.5742057749610419,-0.669876960558307,-0.67375758482808,-1.6108529221619416,-1.6909249015442098,-1.6193068234558763,-1.7752836886377932,1.0
2022-05-03,Banthapchang,Train,-0.7839869533789895,-0.6225839952532638,-0.6149541742946019,-1.8359050303488467,-1.4881826948301917,-1.8285495257273983,-1.6239231029685135,1.0
2022-05-04,Banthapchang,Train,-1.53837477447264,-0.5897684683069073,-0.6404356521924424,-1.8725128514403844,-1.5598875228767095,-1.8633009452859437,-1.7031525835574266,0.0
2022-05-05,Banthapchang,Train,-0.5544748691694963,-0.6409220838409336,-0.6610168458791598,-2.1088667030515227,-1.6383496392008485,-2.0693621795697115,-1.7893553413585608,1.0
2022-05-06,Banthapchang,Train,-0.47216040858803254,-0.4585063605214815,-0.6022134353456816,-2.082577865086458,-1.5479839148052787,-2.036323858158419,-1.667742074708156,1.0
2022-05-07,Banthapchang,Train,-1.4589655301469926,-1.5153593607056088,-1.4930851049278755,-2.081840794863139,-1.5449582791902299,-2.015766680391392,-1.592746875264544,0.0
2022-05-08,Banthapchang,Train,-1.710750938984411,-1.7798139013909522,-1.7478998839062807,-2.0624312789823906,-1.5815822718701213,-2.001572438599873,-1.6207824481159725,0.0
2022-05-09,Banthapchang,Train,-0.5079914090764344,-1.55396586299544,-1.5117061849301436,-2.039582102059484,-1.662590432448153,-1.9741628682438377,-1.7176401090715987,1.0
2022-05-10,Banthapchang,Train,-0.4818444627740871,-0.7663932162828848,-0.7541222458905001,-1.7690773301012066,-1.599529115541218,-1.7299240181070203,-1.6718796060186045,1.0
2022-05-11,Banthapchang,Train,-0.47797084109966526,-1.5182548483773461,-1.4656435133455856,-1.6924220268759724,-1.4453173824999102,-1.66066590729668,-1.5253047973233453,1.0
2022-05-12,Banthapchang,Train,-0.43342419184381425,-0.5376496902156354,-0.528709172178834,-1.4233913953643342,-1.6376370043008126,-1.4071273815033503,-1.660715345806097,1.0
2022-05-13,Banthapchang,Train,-0.6251684647276946,-0.45561087284974416,-0.5198886605988122,-1.3926801360593528,-1.5816318894647947,-1.3819203659080679,-1.6119888096257728,0.0
2022-05-14,Banthapchang,Train,-1.4977017468912108,-1.4391115186831924,-1.4362418080788466,-1.4314991678208495,-1.6403451062607324,-1.4367395066201392,-1.6695432839591435,0.0
2022-05-15,Banthapchang,Train,-1.748518750310024,-1.6900537835670948,-1.6381335175771217,-1.4413267707984434,-1.6014898294909312,-1.4426129859821466,-1.6463671367798274,0.0
2022-05-16,Banthapchang,Train,-1.748518750310024,-0.491321887467838,-0.5336094563899572,-1.4509086837015979,-1.5504037286744694,-1.4648832618964256,-1.5302799658294473,0.0
2022-05-17,Banthapchang,Train,-0.2746057031925194,-0.46526249842220196,-0.47676615954092827,-1.7656376690590487,-1.1817617108216225,-1.7485233694200446,-1.2286741527853233,1.0
2022-05-18,Banthapchang,Train,-0.2039121076343211,-0.46140184819321883,-0.4503046248008631,-1.71305999312892,-1.0219323483465614,-1.6973751533092278,-1.0690828340849585,1.0
2022-05-19,Banthapchang,Train,-0.07801940321561178,-0.417004370559913,-0.4277633174296965,-1.643529702062442,-0.8210251008192039,-1.6295854123393896,-0.8614945211904885,1.0
2022-05-20,Banthapchang,Train,-0.06833534902955722,-0.6081065568945772,-0.7394213932571306,-1.5533614447430164,-0.5612480703998926,-1.5485803428050344,-0.6274314724932557,1.0
2022-05-21,Banthapchang,Train,-1.4415342326120943,-1.4777180209730234,-1.459763172292238,-1.412089651940101,-0.27376441001944735,-1.3841229206688206,-0.3355802427978614,0.0
2022-05-22,Banthapchang,Train,-1.6245628567285255,-1.72769512329968,-1.7273186902195634,-1.3978396276225897,-0.3117651700557981,-1.3461900331225214,-0.43045633685315593,0.0
2022-05-23,Banthapchang,Train,-0.1593654583784701,-1.72769512329968,-1.6694953365283098,-1.3663912980942887,-0.42656531635839084,-1.3173120929259836,-0.5418636087823331,1.0
2022-05-24,Banthapchang,Train,-0.21553297265758659,-0.25871771117160536,-0.27193427951597937,-0.963213885938491,-0.9429627352717275,-0.9592745801502681,-1.0518651001183121,1.0
2022-05-25,Banthapchang,Train,-0.13806053916915006,-0.18826084449266356,-0.178828879504639,-0.9482267913976599,-0.9216034633815172,-0.9188944095364658,-0.9841958909864642,1.0
2022-05-26,Banthapchang,Train,-0.2000384859598993,-0.06278971205071238,-0.10336450265334203,-0.9315198663357498,-0.8928509027154036,-0.9159576698554619,-0.9792495371597009,1.0
2022-05-27,Banthapchang,Train,0.008168679040273836,-0.05313808647825458,-0.08082319528217541,-0.9624768157151712,-0.9516277089761345,-0.9316202814874819,-1.0089534231455195,1.0
2022-05-28,Banthapchang,Train,-1.1529494178676682,-1.4217385926527684,-1.3078543617474194,-0.943067299834423,-0.9044057633663802,-0.9418988703709952,-1.0306822297440663,0.0
2022-05-29,Banthapchang,Train,-1.5006069631470271,-1.6041543159722205,-1.6116719828370565,-0.8698516576513472,-1.184130109125976,-0.9157129415487113,-1.1273272991393444,0.0
2022-05-30,Banthapchang,Train,-0.16517589089010284,-0.14386336685935774,-0.23567217635366786,-0.8384033281230454,-1.362428868325662,-0.8829193484441691,-1.3075150793247394,1.0
2022-05-31,Banthapchang,Train,-0.07220897070397904,-0.1998427951796129,-0.11022490054891448,-0.839877468569685,-1.3649800978827835,-0.8574676045421356,-1.2653400733077058,1.0
2022-06-01,Banthapchang,Train,0.12825095094735042,-0.12262979059995063,-0.16706819739794335,-0.8035153375525865,-1.301029140888453,-0.8354420569346073,-1.217086588009838,1.0
